species	kingdom	phylum	class	order	family	genus
Stomatobaculum_longum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum
Bacteroides_sp_43_108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Catenibacterium_mitsuokai	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
Prevotella_oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Haemophilus_phage_Aaphi23	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Corynebacterium_amycolatum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Massiliomicrobiota_timonensis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massiliomicrobiota
Firmicutes_bacterium_CAG_646	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Haemophilus_virus_HP1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Hp1virus
Finegoldia_magna	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia
Escherichia_phage_HK639	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Porphyromonas_sp_HMSC065F10	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Veillonella_sp_T11011_6	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Peptoniphilus_sp_HMSC062D09	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
Eubacterium_sulci	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified
Dialister_pneumosintes	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister
Providencia_rustigianii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
Campylobacter_gracilis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Parascardovia_denticolens	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia
Megasphaera_micronuciformis	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
Campylobacter_concisus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Pyramidobacter_piscolens	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
Alloprevotella_tannerae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Lachnospiraceae_bacterium_oral_taxon_096	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Prevotella_sp_CAG_520	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_sp_CAG_5226	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Methanosphaera_stadtmanae	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
Pediococcus_pentosaceus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Ruminococcus_sp_CAG_488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Prevotella_sp_885	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_sp_CAG_1092	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Kluyvera_ascorbata	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera
Lachnoclostridium_sp_An196	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Lachnoclostridium_sp_An138	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Raoultella_planticola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella
Lachnoclostridium_sp_An131	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Prevotella_sp_CAG_1185	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Bifidobacterium_pullorum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Streptococcus_agalactiae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Anaerococcus_vaginalis	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
Chicken_anemia_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Anelloviridae	Gyrovirus
Streptococcus_lutetiensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Bifidobacterium_gallinarum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Streptococcus_pasteurianus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Helicobacter_cinaedi	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
Prevotella_buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_bivia	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Varibaculum_cambriense	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum
Proteus_mirabilis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
Clostridioides_difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides
Bifidobacterium_breve	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Butyricicoccus_pullicaecorum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
Roseburia_sp_CAG_303	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Clostridium_sp_CAG_678	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium_celatum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Streptococcus_phage_SM1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Bacteroides_sp_OM08_11	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Veillonella_rogosae	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Clostridium_phage_vB_CpeS_CP51	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Clostridium_methylpentosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Megamonas_hypermegale	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas
Megamonas_funiformis	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas
Prevotella_sp_CAG_485	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Firmicutes_bacterium_CAG_555	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Bacteroides_sp_CAG_443	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Hafnia_alvei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia
Butyribacterium_methylotrophicum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Butyrivibrio_crossotus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Trueperella_bernardiae	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella
Escherichia_virus_wV8	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Felixo1virus
Aggregatibacter_aphrophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter
Bifidobacterium_pseudolongum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Abiotrophia_sp_HMSC24B09	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia
Hafnia_paralvei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia
Streptococcus_virus_DT1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sfi21dt1virus
Peptostreptococcus_anaerobius	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Morganella_morganii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella
Prevotella_denticola	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Citrobacter_farmeri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Bacteroidales_bacterium_KA00251	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified
Gemella_asaccharolytica	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Gemella
Leuconostoc_carnosum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Lactobacillus_ultunensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Scardovia_inopinata	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia
Atopobium_deltae	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Peptococcus_niger	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus
Eubacterium_brachy	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified
Enterococcus_gallinarum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Lactobacillus_virus_c5	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	C5virus
Bacteroides_sp_D2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Prevotella_sp_CAG_891	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Megamonas_funiformis_CAG_377	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas
Clostridium_hiranonis	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcaceae_unclassified
Lactobacillus_reuteri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Geobacillus_virus_E2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Cronobacter_phage_ENT47670	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Bifidobacterium_saeculare	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Cotesia_congregata_bracovirus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Polydnaviridae	Bracovirus
Brachyspira_sp_CAG_700	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira
Prevotella_sp_AM42_24	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_sp_CAG_1124	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_sp_CAG_1058	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Bacteroides_sp_CAG_462	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Citrobacter_braakii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Erwinia_phage_vB_EamM_Y2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Fusobacterium_ulcerans	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Salmonella_phage_epsilon34	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	P22virus
Fusobacterium_mortiferum	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Coprobacter_sp	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter
Cloacibacillus_porcorum	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
Pseudomonas_phage_phi297	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Salmonella_virus_PsP3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	P2virus
Lactobacillus_phage_LF1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactococcus_phage_bIL311	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactobacillus_animalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Candidatus_Gastranaerophilales_bacterium	Bacteria	Candidatus_Melainabacteria	Candidatus_Melainabacteria_unclassified	Candidatus_Gastranaerophilales	Candidatus_Gastranaerophilales_unclassified	Candidatus_Gastranaerophilales_unclassified
Clostridium_hylemonae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Lactococcus_phage_BM13	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Campylobacter_ureolyticus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Streptococcus_phage_TP_778L	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sfi11virus
Pseudomonas_phage_B3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Marvinbryantia_formatexigens	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
Acinetobacter_johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Acinetobacter_radioresistens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Salmonella_phage_ST64B	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Phage_Gifsy_1	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified
Staphylococcus_equorum	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Brachybacterium_alimentarium	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium
Phage_Gifsy_2	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified
Lactococcus_phage_P087	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Brevibacterium_aurantiacum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Serratia_marcescens	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Lactobacillus_phage_phiAQ113	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Peptoniphilus_duerdenii	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
Peptoniphilus_sp_BV3C26	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
Negativicoccus_succinicivorans	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Negativicoccus
Porphyromonas_uenonis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Actinomyces_europaeus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Terrisporobacter_othiniensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter
Raoultella_terrigena	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella
Lactococcus_phage_P680	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sk1virus
Salmonella_virus_HK620	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	P22virus
Clostridium_sp_CAG_510	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Helicoverpa_armigera_nucleopolyhedrovirus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Baculoviridae	Alphabaculovirus
Robinsoniella_sp_RHS	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella
Escherichia_virus_JS10	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Js98virus
Clostridium_cadaveris	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Prevotella_melaninogenica	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Shuttleworthia_satelles	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia
Prevotella_salivae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Eubacterium_infirmum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified
Granulicatella_adiacens	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
Corynebacterium_accolens	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium_matruchotii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Fusobacterium_naviforme	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Jonquetella_anthropi	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella
Anaerococcus_prevotii	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
Anaerococcus_hydrogenalis	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
Prevotella_bergensis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Atopobium_minutum	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Alcelaphine_gammaherpesvirus_1	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Macavirus
Mobiluncus_curtisii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus
Facklamia_ignava	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
Facklamia_hominis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
Peptoniphilus_sp_DNF00840	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
Bifidobacterium_angulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Aeriscardovia_aeriphila	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia
Sharpea_azabuensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Sharpea
Listeria_phage_B025	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Actinomyces_neuii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Escherichia_virus_N15	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	N15virus
Woodchuck_hepatitis_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Hepadnaviridae	Orthohepadnavirus
Actinotignum_schaalii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum
Mouse_mammary_tumor_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Retroviridae	Betaretrovirus
Corynebacterium_kroppenstedtii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Firmicutes_bacterium_CAG_791	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Escherichia_virus_RB43	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Kp15virus
Acidaminococcus_fermentans	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus
Prevotella_sp_CAG_873	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Eubacterium_maltosivorans	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Streptococcus_sp_HPH0090	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Denitrobacterium_detoxificans	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Denitrobacterium
Prevotella_sp_MGM2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Dialister_succinatiphilus	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister
Anaerotruncus_sp_CAG_528	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
Enterobacter_bugandensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Human_mastadenovirus_D	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Adenoviridae	Mastadenovirus
Lactococcus_phage_r1t	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Streptococcus_phage_TP_J34	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sfi11virus
Escherichia_phage_KBNP21	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	N4virus
Neisseria_flavescens	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria_subflava	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Citrobacter_amalonaticus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Escherichia_virus_N4	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	N4virus
Clostridium_butyricum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Escherichia_virus_Bp7	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Js98virus
Pseudomonas_phage_PAJU2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactobacillus_curvatus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Clostridium_ventriculi	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Corynebacterium_aurimucosum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Streptococcus_phage_EJ_1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Actinomyces_sp_oral_taxon_897	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Escherichia_phage_phAPEC8	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Escherichia_virus_RB32	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	T4virus
Escherichia_virus_K1E	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Sp6virus
Aeromonas_veronii	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Escherichia_virus_If1	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Inoviridae	Inoviridae_unclassified
Lachnospiraceae_bacterium_2_1_46FAA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Citrobacter_pasteurii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Staphylococcus_phage_StauST398_3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Phietavirus
Cardiobacterium_valvarum	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
Ruminococcus_champanellensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Bifidobacterium_moukalabense	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Pyramidobacter_sp_C12_8	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
Fusobacterium_varium	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Lactobacillus_prophage_Lj965	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Blastocystis_sp_subtype_1	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Blastocystis
Bacteroides_sp_OM05_12	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Leuconostoc_virus_LN04	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Lmd1virus
Clostridium_sp_CAG_413	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Leuconostoc_virus_P793	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Lmd1virus
Mogibacterium_timidum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium
Lactococcus_phage_1706	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
